ano	década/decênio
promoção	mercadologia/marketing/marketing
suspensão	trem/vagão/vagões/automotora/carro/comboio/automóvel
propaganda	mercadologia/marketing/marketing
ala	anjo/aeroplano/avião/hemípteros/inseto/insetos/insecto/insectos/quirópteros/morcego/pássaro/ave
radical	molécula
passagem	texto
margem	lauda/escudeiro/página
índice	publicação/edição
eme	polegada/alfândega
tomada	lâmpada/lâmpadas
hospital	hospital/enfermaria
prado	zona_rural/área_rural/campo
teto	camiões/caminhão/camião/camiões/quarto/aposento/sala/saguão/salão/auto/veículo/carro/automóvel/viatura/autocarro/ônibus/edifício/prédio
entrada	muralha/parede/muro
tarefa	pedagogia/ensino/formação/educação/didáctica/ensinamento/instrução
acesso	muralha/parede/muro
núcleo	átomo
caixa	mesa/secretária/escrivaninha/cômoda/cômodas/aparelhador/gaveteiro/cómoda
risco	cabelo
portugal	europa
natureza	personalidade/temperamento/pessoa
noite	fim_de_tarde/noitada/tarde/noite/dia
termo	proposição
inglaterra	europa
instrução	programa_de_computador/programa_de_computador/programa/programa_de_computador/programa_de_computador/programa
face	cabeça/humano/ser_humano/besta/criatura/ser/bicho/animal
memória	calculadora/computador
frota	empresa_aérea/empresas_aéreas/linha_aérea
suíça	europa
metade	basquete/basquetebol/bola-ao-cesto/basquetebol/jogo_de_futebol/futebol
capítulo	texto
personalidade	personalidade/temperamento/pessoa/indivíduo/pessoa/alguém/ser_humano/alma
art.	documento/documentação
balanço	contabilidade/conta
madrugada	fim_de_tarde/noitada/tarde/noite
introdução	discurso
vantagem	ténis/tênis
cabo	ponteiro/flecha/guarda-chuva/sombrinha/chapéu-de-chuva/gládio/espada/caneca/carrinho_de_mão/brocha/escova_de_dentes/pincel/escova
hierarquia	organização/sistema
íris	óculo/olho/óculo/olho
característica	natureza
leme	embarcações/embarcação/barco/navio/navios
clínica	hospital/enfermaria
conteúdo	publicação/edição
cadeia	molécula/bicicleta/biciclo/bici
publicidade	mercadologia/marketing/marketing
espanha	europa
destino	missiva/carta
pimenta	pimenta-preta/pimenta_do_reino/pimenta_preta/pimenta-do-reino/pimenta_preta
holanda	europa
ponta	gládio/espada/lápis/lápis/caneta_esferográfica/caneta/caneta-tinteiro/agulha/faca
ar	terra/mundo/globo_terrestre
parágrafo	texto
gráfico	publicação/edição
barra	gol
arte	publicação/edição
aula	curso/aula
ferrovia	estrada_de_ferro
anúncio	mercadologia/marketing/marketing
cachoeira	rio
bélgica	europa
língua	faringe/garganta/boca/sapato/calçado/calçado/bota
proporção	proporção
porta	muralha/parede/muro/auto/veículo/carro/automóvel/viatura
domingo	fim-de-semana/fim_de_semana/final_de_semana
assento	assento/cadeira
interpretação	desempenho/interpretação/apresentação
acompanhamento	repasto/refeição
manchete	periódico/folha/jornal
banda	corpo/tronco/torso
cena	ato
minuto	hora
seio	corpo/tronco/torso
cláusula	documento/documentação/frase/oração/sentença
mercadoria	shopping/centros_comerciais/shopping_center
solo	terra/mundo/globo_terrestre
suporte	coluna/coluna/pilar
borracha	lápis
cabeça	estrutura_organica/corpo/corpo_humano/besta/criatura/ser/bicho/animal
copa	chapéu/sombreiro
nominal	substantivo/nome
anexo	edifício/prédio
sala	hospital/enfermaria/aposento/habitação/moradia/residência/casa/lar/morada/domicílio/aposento/habitação/moradia/residência/casa/lar/morada/domicílio/edifício/prédio/edifício/prédio
baía	lago
áustria	europa
expedição	comércio/mercantilismo/comercialismo
leis	lei/jurisprudência/ciências_jurídicas
braço	estrutura_organica/corpo/corpo_humano/cadeira_de_braços/poltrona/cadeirão/humano/ser_humano
polônia	europa
hemisfério	terra/mundo/globo_terrestre
estrela	universo/cosmo/criação/mundo
salto	sapato/calçado/calçado/bota
capa	livros/livro
pua	furadeira
frase	aria/melodia/toada
era	histórico/história
biblioteca	edifício_residencial/habitação/casa/vivenda
formato	publicação/edição
tchecoslováquia	europa
carne	humano/ser_humano/vacas/bovinos/gado_bovino/gado/indivíduo/pessoa/alguém/ser_humano/alma
andar	edifício/prédio
pestana	pálpebra
hungria	europa
relevo	terra/mundo/globo_terrestre
olho	cara/rosto/face
pé	jarda/estrutura/tecido/edifício/assento/cadeira/humano/ser_humano/ovelha/carneiro/ovinos/sus/suíno/porco
traço	cara/rosto/face
feição	personalidade/temperamento/pessoa
s	min/minuto
caldeira	aquecimento/calefação/calefacção/centrais_de_aquecimento
pato	anatidae/anás/pato/pata
palma	pata/mão
desenho	publicação/edição
clara	ovo
poço	túnel/mina
motor	auto/veículo/carro/automóvel/viatura
sintoma	doenças/doença
terceira	auto/veículo/carro/automóvel/viatura
salão	aposento/habitação/moradia/residência/casa/lar/morada/domicílio
estela	tumba/túmulo/sepultura
grécia	europa
piso	quarto/aposento/sala/saguão/salão/edifício/prédio
canto	edifício/prédio
vertente	montanha/barranco/ladeira/colina/morro/monte
órbita	crânio/crânio/crâneo/caveira
âncora	embarcações/embarcação/barco/navio/navios
variedade	espécie/espécie/espécies
privada	casa_de_banho/banheiro/quarto_de_banho/sala_de_banho
romênia	europa
raiz	dentes/dente
prefácio	texto
pilar	muralha/parede/muro
morena	glaciares/glaciar/glaciares/geleira
atmosfera	terra/mundo/globo_terrestre
trilho	estrada-de-ferro/estrada_de_ferro/ferrovia/caminho_de_ferro
monitor	tevê/televisão/sistema_de_televisão/calculadora/computador
bar	bar/boteco/taberna/pub/botequim
visto	passaporte/passaportes
adolescência	juventude/infância
índole	personalidade/temperamento/pessoa
lição	curso/aula/pedagogia/ensino/formação/educação/didáctica/ensinamento/instrução
janela	auto/veículo/carro/automóvel/viatura/autocarro/ônibus/edifício/prédio
boca	cara/rosto/face
rosto	cabeça/humano/ser_humano/besta/criatura/ser/bicho/animal
céu	terra/mundo/globo_terrestre
foguete	rojão/foguete_espacial/foguetes/foguete
finlândia	europa
cela	convento/mosteiro/monastério
bulgária	europa
anatomia	humano/ser_humano/indivíduo/pessoa/alguém/ser_humano/alma
oração	frase/oração/sentença
alfândega	pé
tronco	árvore/corpo/tronco/torso/corpo/tronco/torso/estrutura_organica/corpo/corpo_humano
pasto	zona_rural/área_rural/campo
luxemburgo	europa
leito	dormitório/quarto
decênio	século/século/centúria/séculos
vidro	copo
sábado	fim-de-semana/fim_de_semana/final_de_semana
perna	estrutura_organica/corpo/corpo_humano
coroa	divisa/prata/peça/moeda
quinta	chácara/granja/quinta/sítio/fazenda
parede	quarto/aposento/sala/saguão/salão/edifício/prédio
intestino	ventre/abdome/estômago/barriga/abdómen/tronco/abdômen
ilustração	publicação/edição
preâmbulo	documento/documentação
grade	fogões/forno/cozinha/auto/veículo/carro/automóvel/viatura
colheita	cultivo/pecuária/agricultura
arco	círculo/muralha/parede/muro/ponte/ponte/barril/barril
pátio	edifício/prédio
periférico	calculadora/computador
lente	óculo/olho
gatilho	revólver/arma/revóvel/arma_de_fogo
escada	edifício/prédio
alínea	texto
alicerce	estrutura/tecido/edifício
verbete	dicionario/dicionário/léxico/array_associativo/vocabulário/dicionários
folclore	folclore/folclore
escadaria	edifício/prédio
cara	divisa/prata/peça/moeda/cabeça/humano/ser_humano/besta/criatura/ser/bicho/animal
temperamento	indivíduo/pessoa/alguém/ser_humano/alma
juizado	corte/tribunal_de_justiça/tribunal/juizado
peculiaridade	personalidade/temperamento/pessoa
muro	quarto/aposento/sala/saguão/salão/edifício/prédio
meio-dia	dia
ucrânia	europa
substantivo	substantivo/nome
punho	braço/gládio/espada/manga
mônaco	europa
mira	câmera/máquina_fotográfica/câmara/câmara_fotográfica
mala	auto/veículo/carro/automóvel/viatura
ladeira	montanha/barranco/ladeira/colina/morro/monte
irlanda	europa
escócia	europa
ave	pássaro/ave
pico	gládio/espada/lápis
peito	seio/peito/corpo/tronco/torso
cérebro	cabeça
cozinha	aposento/habitação/moradia/residência/casa/lar/morada/domicílio
corno	cervídeo/cervo/veado/cervidae/bode/cabrito/bode/cabra
portão	muralha/parede/muro/camiões/caminhão/camião/camiões/auto/veículo/carro/automóvel/viatura
caricatura	publicação/edição
ombro	corpo/tronco/torso/corpo/tronco/torso/corpo/tronco/torso
italia	europa
dormente	estrada-de-ferro/estrada_de_ferro/ferrovia/caminho_de_ferro
doca	cais/porto
buraco	agulha
antiguidade	histórico/história
válvula	coração
renascimento	histórico/história
porção	repasto/refeição
meia-noite	fim_de_tarde/noitada/tarde/noite
bico	pássaro/ave
asa	anjo/edifício/prédio/aeroplano/avião/hemípteros/inseto/insetos/insecto/insectos/quirópteros/morcego/pássaro/ave
aposento	edifício/prédio
testa	cara/rosto/face
síndrome	doenças/doença
sola	pé
sessenta	idade/velhice
paginação	lauda/escudeiro/página
gaveta	mesa/secretária/escrivaninha/cômoda/cômodas/aparelhador/gaveteiro/cómoda
estuário	rio
dente	garfo
chão	terra/mundo/globo_terrestre/quarto/aposento/sala/saguão/salão
casca	galho/ramo/galho/raiz/raíz/ovo/laranja
televisor	tevê/televisão/sistema_de_televisão
saguão	edifício/prédio
ingrediente	prato
estômago	corpo/tronco/torso
encruzilhada	caminho/rodovia/via/estrada
cordão	sapato/calçado
cama	dormitório/quarto
aquecimento	edifício/prédio
anunciação	março/março/mar
anoitecer	anoitecer/véspera/tarde/fim_de_tarde/noite
ventre	corpo/tronco/torso
talão	sapato/calçado/calçado/bota
sandes	repasto/refeição
proa	embarcações/embarcação/barco/navio/navios
pia	casa_de_banho/banheiro/quarto_de_banho/sala_de_banho
dedo	pata/mão/pé
comida	comida/alimento/nutriente
colo	seio/peito
broca	furadeira
barba	cara/rosto/face/barba/bode/cabrito/bode/cabra
astro	universo/cosmo/criação/mundo
tubo	revólver/arma/revóvel/arma_de_fogo
refeitório	aposento/habitação/moradia/residência/casa/lar/morada/domicílio
rampa	montanha/barranco/ladeira/colina/morro/monte
pavimento	quarto/aposento/sala/saguão/salão/edifício/prédio
orelha	cabeça
nuvem	céu
gramado	arena/estádio
gibraltar	europa
frango	galinha/galo/frango
estrato	sociedade
curva	grafo/gráfico/caminho/rodovia/via/estrada
cruzamento	caminho/rodovia/via/estrada
costas	corpo/tronco/torso
ci	calculadora/computador
chip	calculadora/computador
cabelo	humano/ser_humano
vaso	casa_de_banho/banheiro/quarto_de_banho/sala_de_banho
porco	sus/suíno/porco
nave	igreja/templo/igrejas/igreja/templo/igrejas
min	hora
encosta	montanhas/montanha/montanhas/monte/montanha/barranco/ladeira/colina/morro/monte
crepúsculo	anoitecer/véspera/tarde/fim_de_tarde/noite/anoitecer/véspera/tarde/fim_de_tarde/noite
cintura	corpo/tronco/torso
cartucho	revólver/arma/revóvel/arma_de_fogo
azulejo	mosaico
átomo	molécula/elemento_químico/elemento_químico
suiça	europa
rima	poesia/poema
pescoço	pescoço/estrutura_organica/corpo/corpo_humano
pedestal	coluna/coluna/pilar
meandro	corrente/córrego
lâmpada	lâmpada/lâmpadas
gema	ovo
galinha	galinha/galo/frango
eslováquia	europa
elevador	ascensor/elevador/edifício/prédio
degrau	degrau/escada/escadaria
colchão	leito/cama
calcanhar	pé
biosfera	planeta
batata	batata
barriga	ventre/abdome/estômago/barriga/abdómen/tronco/abdômen/ventre/abdome/estômago/barriga/abdómen/tronco/abdômen/corpo/tronco/torso/corpo/tronco/torso
ucp	calculadora/computador
têmpora	cabeça
travessa	estrada-de-ferro/estrada_de_ferro/ferrovia/caminho_de_ferro
telhado	edifício/prédio
teclado	terminal/piano/órgão/calculadora/computador
tampa	garrafa/vasilha/caixa
silésia	europa
sanduíche	repasto/refeição
ré	auto/veículo/carro/automóvel/viatura
registrador	memória/placa_de_memória
recanto	edifício/prédio
processador	calculadora/computador
prato	repasto/refeição/repasto/refeição
poente	anoitecer/véspera/tarde/fim_de_tarde/noite
pastagem	zona_rural/área_rural/campo
onça	libra/libra
nariz	cara/rosto/face
muralha	quarto/aposento/sala/saguão/salão/edifício/prédio
missiva	correspondência/correio
mento	cara/rosto/face
melodia	missiva/carta
medula	osso
lâmina	gládio/espada/gládio/espada/faca/faca
lareira	chaminé/chaminés/chaminé/cano_da_chaminé
islândia	europa
garganta	pescoço
fragmento	vegetal/planta/flora
esqueleto	esqueleto/sistema_esquelético
escandinávia	europa/europa
enseada	lago
difusor	lâmpada/lâmpadas
córnea	óculo/olho
cume	montanhas/montanha/montanhas/monte
crânio	crânio/crânio/crâneo/caveira/cabeça/cabeça
cristalino	óculo/olho
corredeira	rio
cimeira	montanhas/montanha/montanhas/monte
chicote	chicote/açoite/chibata
cano	revólver/arma/revóvel/arma_de_fogo
camarote	aeroplano/aeronave/avião
caldeiras	aquecimento/calefação/calefacção/centrais_de_aquecimento
buzina	auto/veículo/carro/automóvel/viatura
antebraço	braço/braço
anca	corpo/tronco/torso/corpo/tronco/torso/cavalo/égua/pássaro/ave
alça	guarda-chuva/sombrinha/chapéu-de-chuva/caneca/carrinho_de_mão/revólver/arma/revóvel/arma_de_fogo/brocha/escova_de_dentes/pincel/escova
abdome	corpo/tronco/torso
úmero	braço
úbere	vaca
vértebra	costas/espinhaço/espinha/coluna_vertebral
virilha	estrutura_organica/corpo/corpo_humano
tórax	seio/peito
traseiro	corpo/tronco/torso/corpo/tronco/torso/pássaro/ave
tevê	tevê/televisão/sistema_de_televisão
tessera	mosaico
sílaba	vocábulo/termo/verbo/palavra
sulco	pele/pele
solstício	estio/verão
rótula	joelho
rincão	edifício/prédio
retina	óculo/olho
rabo	corpo/tronco/torso/pássaro/ave
pára-choque	camiões/caminhão/camião/camiões/auto/veículo/carro/automóvel/viatura
pára-brisa	aeroplano/avião
pulso	braço
presbitério	igreja/templo/igrejas
prateleira	feira/sacolão/supermercado/mercado/mercadinho/mercado/empório/quitanda/cômoda/cômodas/aparelhador/gaveteiro/cómoda/estante/armário
porrada	batalha/pugna/peleja/luta/disputa/combate
pingo	chuva
pança	corpo/tronco/torso
palavra-chave	índice
moldávia	europa
minarete	mesquita/mesquitas/mesquita
lápide	tumba/túmulo/sepultura/tumba/túmulo/sepultura
lombo	humano/ser_humano
lingua	sapato/calçado
liechtenstein	europa
letônia	europa
incisão	operação_cirúrgica/cirurgia/operação
hemostasia	operação_cirúrgica/cirurgia/operação
hangar	aeródromo/aeroporto/aeródromo/aeroporto
fêmur	anca/coxa
fronte	campo_de_batalha/campo_de_guerra
flandres	europa
disquete	calculadora/computador
detector	rádio
dentição	boca
dentadura	boca
coto	perna/membro/dentes/dente
costela	seio/peito
charneira	porta/portão
caveira	cabeça
catarata	rio
casco	embarcações/embarcação/barco/navio/navios
cascata	rio
cadarço	sapato/calçado
bolota	carvalho-vermelho/carvalho
bigode	barba
bife	vacas/bovinos/gado_bovino/gado
belarus	europa
banheiro	aposento/habitação/moradia/residência/casa/lar/morada/domicílio/aposento/habitação/moradia/residência/casa/lar/morada/domicílio
arquibancada	arena/estádio
antecâmara	edifício/prédio
ancoradouro	cais/porto
acelerador	auto/veículo/carro/automóvel/viatura/aeroplano/avião
