governo	governo/governação/administração/governo/governação/administração
combate	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
missão	forças_armadas/exército/máquina_de_guerra
marinha	forças_armadas/exército/máquina_de_guerra
casa	lei/jurisprudência/ciências_jurídicas/arte_dramatica/dramaturgia/teatro
acusação	direito_criminal/direito_penal
imposto	taxação/colectas/tributo/taxa/impostos/imposto
opinião	lei/jurisprudência/ciências_jurídicas
título	lei/jurisprudência/ciências_jurídicas
seção	música/geometria
anistia	lei/jurisprudência/ciências_jurídicas
capitão	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
declaração	lei/jurisprudência/ciências_jurídicas
decreto	lei/jurisprudência/ciências_jurídicas
manifestação	política/ciência_política
miguel	antigo_testamento/antigo_testamento
crescimento	biologia/ciências_da_vida
servidor	informática/ciência_da_computação
articulação	anatomia
limitação	lei/jurisprudência/ciências_jurídicas
amazonas	mitologia_grega/mitologia_grega/mitologia_grega/mitologia_grega
igreja	serviço
solução	quimica/química
proprietário	lei/jurisprudência/ciências_jurídicas
série	ciência_exacta/matematica/matemática/ciências_exactas
estabelecimento	industria/comércio/negócio/empresa
taxa	taxação/colectas/tributo/taxa/impostos/imposto
tema	música
campo	forças_armadas/exército/máquina_de_guerra
televisão	tevê/televisão/tv/tevê/televisão/tv
contrato	lei/jurisprudência/ciências_jurídicas/contrato/acordo/bíblia/sagradas_escrituras
tenente	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
conjunto	ciência_exacta/matematica/matemática/ciências_exactas
bloco	informática/ciência_da_computação
ligação	programação/programação_de_computadores
edição	impressão/produção_gráfica
marechal	forças_armadas/exército/máquina_de_guerra
judiciário	lei/jurisprudência/ciências_jurídicas
rede	broadcast/broadcast/informática/ciência_da_computação/eletronica/eletrônica/eletrónica/eletrônica/electrónica/besta/criatura/ser/bicho/animal
fonte	ciências_aplicadas/ciência_aplicada/engenharia/ciências_aplicadas/tecnologia
arma	forças_armadas/exército/máquina_de_guerra
coluna	forças_armadas/exército/máquina_de_guerra/arquitectura/arquitetura/arquitectura/arquitetura
brigadeiro	forças_armadas/exército/máquina_de_guerra
almirante	forças_armadas/exército/máquina_de_guerra
major	forças_armadas/exército/máquina_de_guerra
adoção	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
causa	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
repressão	psiquiatria/psicopatologia/psicopatologias
fase	físico-química
negócio	industria/comércio/negócio/empresa
depoimento	lei/jurisprudência/ciências_jurídicas
redação	literatura
sete	antigo_testamento/antigo_testamento
corpo	forças_armadas/exército/máquina_de_guerra/ciência_exacta/matematica/matemática/ciências_exactas/humano/ser_humano/besta/criatura/ser/bicho/animal
renda	taxação/colectas/tributo/taxa/impostos/imposto/contabilidade
registro	lei/jurisprudência/ciências_jurídicas/fotografia
advocacia	lei/jurisprudência/ciências_jurídicas
falta	esporte
desapropriação	lei/jurisprudência/ciências_jurídicas
gás	planta/fábrica/usina
reação	mecânica/mecânica
infantaria	forças_armadas/exército/máquina_de_guerra
hélio	mitologia_grega/mitologia_grega
execução	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas/informática/ciência_da_computação
tenente-coronel	forças_armadas/exército/máquina_de_guerra
juiz	esporte
luz	ciências_físicas/fisica/física/física
segundo-tenente	forças_armadas/exército/máquina_de_guerra
jogo	esporte/jogo/jogo/jogo
publicação	impressão/produção_gráfica
legalização	lei/jurisprudência/ciências_jurídicas
informática	calculadora/computador
julgamento	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
transferência	psicanálise
promotor	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
mandado	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
proibição	lei/jurisprudência/ciências_jurídicas
tv	tevê/televisão/tv
procurador	lei/jurisprudência/ciências_jurídicas
proteção	forças_armadas/exército/máquina_de_guerra
aviação	forças_armadas/exército/máquina_de_guerra
nereu	mitologia_grega/mitologia_grega
conspiração	lei/jurisprudência/ciências_jurídicas/política/ciência_política
ataque	forças_armadas/exército/máquina_de_guerra
transformação	genética/genetica/genética/ciência_exacta/matematica/matemática/ciências_exactas
cidadania	lei/jurisprudência/ciências_jurídicas
estratégia	forças_armadas/exército/máquina_de_guerra
espaço	impressão/produção_gráfica
código	informática/ciência_da_computação
preparação	forças_armadas/exército/máquina_de_guerra
encargo	taxação/colectas/tributo/taxa/impostos/imposto
corte	lei/jurisprudência/ciências_jurídicas
sócio	industria/comércio/negócio/empresa
licença	lei/jurisprudência/ciências_jurídicas
hermes	mitologia_grega/mitologia_grega
agente	esporte
radical	lingüística/lingüística/linguística/lingüística/lingüística/linguística/quimica/química
bispo	comunhão_anglicana/comunhão_anglicana/igreja_ortodoxa/igreja_ortodoxa/igreja_católica/igreja_católica_romana/xadrez/jogo_de_xadrez
norma	estatísticas/estatística/estatística
artilharia	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
pronunciamento	governo/governação/administração
defensor	lei/jurisprudência/ciências_jurídicas
paz	igreja_católica/igreja_católica_romana
genebra	matéria_da_bretanha/ciclo_arturiano/matéria_da_bretanha
expressão	ciência_exacta/matematica/matemática/ciências_exactas
sangue	vertebrado/vertebrado
gama	música
imagem	ciência_exacta/matematica/matemática/ciências_exactas
clima	meteorologia/meteorologia
prova	lei/jurisprudência/ciências_jurídicas/lógica/ciência_exacta/matematica/matemática/ciências_exactas
comunidade	ciências_do_ambiente/ecologia/ecologia
procurador-geral	lei/jurisprudência/ciências_jurídicas
água	rio/oceano/lago
vigor	lei/jurisprudência/ciências_jurídicas
especialização	biologia/ciências_da_vida
análise	ciência_exacta/matematica/matemática/ciências_exactas
impedimento	esporte
consumo	economia
regra	ciência_exacta/matematica/matemática/ciências_exactas
estatuto	lei/jurisprudência/ciências_jurídicas
tensão	psicologia/psicólogos_por_nacionalidade/psicologia/psicólogos_por_nacionalidade/ciências_físicas/fisica/física/física/ciências_físicas/fisica/física/física
marcha	forças_armadas/exército/máquina_de_guerra
instrução	informática/ciência_da_computação/informática/ciência_da_computação
sítio	forças_armadas/exército/máquina_de_guerra
advento	teologia_cristã
gabriel	bíblia/sagradas_escrituras
circulação	vegetal/planta/flora
quartel	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
fórmula	ciência_exacta/matematica/matemática/ciências_exactas/ciência_exacta/matematica/matemática/ciências_exactas
negro	xadrez/jogo_de_xadrez/jogo_de_damas/damas/jogo_de_damas
cavalaria	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
físico	ciências_físicas/fisica/física/física
guarnição	forças_armadas/exército/máquina_de_guerra
desvio	navios/embarcação/navio/barco/aeroplano/avião
contingente	forças_armadas/exército/máquina_de_guerra
manobra	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
helena	mitologia_grega/mitologia_grega
armada	forças_armadas/exército/máquina_de_guerra
tiago	novo_testamento/novo_testamento
mesquita	islamismo/islamismo
art.	contrato/acordo
canal	rio/astronomia/astronomia
ascensão	novo_testamento/novo_testamento/cristianismo
vigência	lei/jurisprudência/ciências_jurídicas
participante	industria/comércio/negócio/empresa
cirurgia	cirurgia
benjamim	antigo_testamento/antigo_testamento
emissão	forças_armadas/exército/máquina_de_guerra
cardeal	igreja_católica/igreja_católica_romana
proposição	lógica
apelo	lei/jurisprudência/ciências_jurídicas/forças_armadas/exército/máquina_de_guerra
casamento	lei/jurisprudência/ciências_jurídicas
arquivo	informática/ciência_da_computação
dominante	música
daniel	antigo_testamento/antigo_testamento
objeto	gramática
pacto	bíblia/sagradas_escrituras
leme	navegacão/navegação/navegação
evolução	biologia/ciências_da_vida/biologia/ciências_da_vida
jurista	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
voz	metonimia/metonímia/metonímia
ensaio	show/concertos/concerto/concerto_musical
condenação	lei/jurisprudência/ciências_jurídicas/direito_criminal/direito_penal
pluralidade	eleição
inimigo	forças_armadas/exército/máquina_de_guerra
teologia	teologia/teologia
alegação	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
retirada	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
general-de-exército	forças_armadas/exército/máquina_de_guerra
patrimônio	lei/jurisprudência/ciências_jurídicas
exposição	arte
cadeia	quimica/química/industria/comércio/negócio/empresa
literatura	literatura/literatura/literatura
promessa	bíblia/sagradas_escrituras
ponta	futebol/rúgbi/râguebi/jogo_de_futebol/futebol/hoquei_em_campo/hóquei/hóquei_sobre_grama/hóquei_em_campo/hóquei_em_campo
orestes	mitologia_grega/mitologia_grega
voluntário	forças_armadas/exército/máquina_de_guerra
fixação	histologia/histologia
domínio	informática/ciência_da_computação/ciência_exacta/matematica/matemática/ciências_exactas
dependência	narcótico
comportamento	psicologia/psicólogos_por_nacionalidade
espécie	biologia/ciências_da_vida/biologia/ciências_da_vida
andamento	música
erro	beisebol/basebol
batalha	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
pauta	música
dono	lei/jurisprudência/ciências_jurídicas
armamento	forças_armadas/exército/máquina_de_guerra
arte	arte
ambulância	forças_armadas/exército/máquina_de_guerra
marina	armada/marinha/forças_navais
editor	informática/ciência_da_computação
perseguição	crença_religiosa/fé/religião
gênero	biologia/ciências_da_vida/biologia/ciências_da_vida/biologia/ciências_da_vida
potência	ciências_físicas/fisica/física/física
graduação	forças_armadas/exército/máquina_de_guerra
estilo	música/linguagem/discurso/idioma/língua/botânica/botanica/botânica/arte
estatística	estatísticas/estatística/estatística
capitão-tenente	forças_armadas/exército/máquina_de_guerra
samuel	antigo_testamento/antigo_testamento
teatro	forças_armadas/exército/máquina_de_guerra/arte_dramatica/dramaturgia/teatro/drama
heitor	mitologia_grega/mitologia_grega
onda	ciências_físicas/fisica/física/física
média	estatísticas/estatística/estatística/estatísticas/estatística/estatística/estatísticas/estatística/estatística
arquitetura	informática/ciência_da_computação/arquitectura/arquitetura
faixa	heráldica
música	música/música/canção/canto
revogação	lei/jurisprudência/ciências_jurídicas
capitão-de-corveta	forças_armadas/exército/máquina_de_guerra
casal	lei/jurisprudência/ciências_jurídicas
john	novo_testamento/novo_testamento
sentença	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
ofício	governo/governação/administração
multa	lei/jurisprudência/ciências_jurídicas
irmã	igreja_católica/igreja_católica_romana
sufrágio	lei/jurisprudência/ciências_jurídicas
matemático	ciência_exacta/matematica/matemática/ciências_exactas
litoral	rio/oceano/lago
língua	música/linguagem/discurso/idioma/língua/arte
aceitação	lei_contratual
cálculo	ciência_exacta/matematica/matemática/ciências_exactas/ciência_exacta/matematica/matemática/ciências_exactas
bispos	comunhão_anglicana/comunhão_anglicana/igreja_ortodoxa/igreja_ortodoxa/igreja_católica/igreja_católica_romana
porta	informática/ciência_da_computação
humanidade	besta/criatura/ser/bicho/animal
falência	lei/jurisprudência/ciências_jurídicas
capitalista	industria/comércio/negócio/empresa
suspeito	lei/jurisprudência/ciências_jurídicas
aceleração	ciências_físicas/fisica/física/física
terrorista	ato_terrorista/terrorismo
jazida	geologia
acusado	lei/jurisprudência/ciências_jurídicas
passivo	contabilidade
passarinho	golfe
cinema	industria/comércio/negócio/empresa/arte
assento	arte_dramatica/dramaturgia/teatro/aeroplano/avião
cerco	forças_armadas/exército/máquina_de_guerra
intensificação	fotografia
passageiro	trem/locomotivas/caminhos-de-ferro/comboio/auto/veículo/carro/automóvel/viatura/autocarro/ônibus/batel/escaler/barco/bote/aeroplano/avião
milícia	forças_armadas/exército/máquina_de_guerra
contradição	lógica
guarda-marinha	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
par	golfe
crônica	história/história
anulação	lei/jurisprudência/ciências_jurídicas
jurisdição	lei/jurisprudência/ciências_jurídicas
honorário	lei/jurisprudência/ciências_jurídicas
tom	lingüística/lingüística/linguística
baixa	forças_armadas/exército/máquina_de_guerra
impressão	impressão/produção_gráfica
réu	lei/jurisprudência/ciências_jurídicas
piloto	aeroplano/aeronave/avião
gravidade	ciências_físicas/fisica/física/física
cláusula	contrato/acordo/gramática
impulso	esgrima/esgrima
pm	forças_armadas/exército/máquina_de_guerra
nestor	mitologia_grega/mitologia_grega
divórcio	lei/jurisprudência/ciências_jurídicas
máfia	ato_terrorista/terrorismo
demonstração	lógica/ciência_exacta/matematica/matemática/ciências_exactas
seqüestro	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
bloqueio	forças_armadas/exército/máquina_de_guerra
historiador	história/história
contagem	eleição
senhor	língua_castelhana/espanhol/castelhano/língua_castelhana/espanhol/castelhano
fuzileiros	forças_armadas/exército/máquina_de_guerra
difusão	mitologia/mitologia/ciências_físicas/fisica/física/física
ester	antigo_testamento/antigo_testamento
júri	lei/jurisprudência/ciências_jurídicas
curador	lei/jurisprudência/ciências_jurídicas
viabilidade	ser/organismo/ser_vivo
escravo	idade_média/idade-média
arsenal	forças_armadas/exército/máquina_de_guerra
tiragem	forças_armadas/exército/máquina_de_guerra
privilégio	lei/jurisprudência/ciências_jurídicas
pedagogia	pedagogia/ensino/formação/educação/didáctica/ensinamento/instrução
civilização	política/ciência_política/arqueologia/arqueologia
rei	xadrez/jogo_de_xadrez/jogo_de_damas/damas/jogo_de_damas
moisés	antigo_testamento/antigo_testamento
teórico	disciplina_cientifica/ciência/arte
operador	ciência_exacta/matematica/matemática/ciências_exactas
adaptação	fisiologia/fisiologia
devolução	governo/governação/administração
fornecedor	narcótico
linguagem	música/linguagem/discurso/idioma/língua/arte
rendimento	taxação/colectas/tributo/taxa/impostos/imposto/contabilidade
evidência	lei/jurisprudência/ciências_jurídicas/lógica/ciência_exacta/matematica/matemática/ciências_exactas
expedição	forças_armadas/exército/máquina_de_guerra
prontidão	forças_armadas/exército/máquina_de_guerra
cópia	lei/jurisprudência/ciências_jurídicas
leis	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
pregação	serviço
testemunha	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
herança	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas/genética/genetica/genética
falha	geologia
estrela	astronomia/astronomia
estatístico	estatísticas/estatística/estatística
químico	quimica/química
tenente-brigadeiro	forças_armadas/exército/máquina_de_guerra
tabela	basquete/basquetebol/bola-ao-cesto/basquetebol
biblioteca	programação/programação_de_computadores
protocolo	informática/ciência_da_computação
formato	calculadora/computador
fluxo	ciências_físicas/fisica/física/física
cliente	lei/jurisprudência/ciências_jurídicas/informática/ciência_da_computação
isaías	antigo_testamento/antigo_testamento
amor	mitologia_romana/mitologia_romana
alistamento	forças_armadas/exército/máquina_de_guerra
derivado	lingüística/lingüística/linguística
transposição	música
controlador	informática/ciência_da_computação
sacrifício	besta/criatura/ser/bicho/animal
indicador	quimica/química
cultivo	cultivo/pecuária/agricultura
raquel	antigo_testamento/antigo_testamento
juízo	lei/jurisprudência/ciências_jurídicas
túnel	auto/veículo/carro/automóvel/viatura
tabelião	lei/jurisprudência/ciências_jurídicas
paridade	informática/ciência_da_computação/ciências_físicas/fisica/física/física
monsenhor	igreja_católica/igreja_católica_romana/igreja_católica/igreja_católica_romana
embrião	botânica/botanica/botânica
costume	psicologia/psicólogos_por_nacionalidade
cadete	forças_armadas/exército/máquina_de_guerra
fotografia	fotografia
salomão	antigo_testamento/antigo_testamento
graça	mitologia_grega/mitologia_grega/teologia_cristã
universo	estatísticas/estatística/estatística
coesão	ciências_físicas/fisica/física/física
vídeo	informática/ciência_da_computação
sujeito	gramática
cavalo	xadrez/jogo_de_xadrez
recepção	futebol_americano
rapidez	forças_armadas/exército/máquina_de_guerra
missa	igreja_católica/igreja_católica_romana
domicílio	lei/jurisprudência/ciências_jurídicas
afinidade	imunologia/imunologia
matemática	disciplina_cientifica/ciência
fortuna	mitologia_romana/mitologia_romana
caos	mitologia_grega/mitologia_grega
enchente	ciências_aplicadas/ciência_aplicada/engenharia/ciências_aplicadas/tecnologia
chinês	industria/comércio/negócio/empresa/arte
apelação	lei/jurisprudência/ciências_jurídicas
postulado	lógica
matriz	ciência_exacta/matematica/matemática/ciências_exactas
conexão	narcótico
rômulo	mitologia_romana/mitologia_romana
intérprete	informática/ciência_da_computação
vegetal	botânica/botanica/botânica
tristão	idade_média/idade-média/lenda/apólogo
subdesenvolvimento	fotografia
raíz	botânica/botanica/botânica
lógica	informática/ciência_da_computação
antagonismo	bioquímica/bioquimica
absorção	ciências_físicas/fisica/física/física/quimica/química
mateus	novo_testamento/novo_testamento
célula	biologia/ciências_da_vida
caça	forças_armadas/exército/máquina_de_guerra
computador	informática/ciência_da_computação
aluguel	auto/veículo/carro/automóvel/viatura/auto/veículo/carro/automóvel/viatura
matrimônio	lei/jurisprudência/ciências_jurídicas
jurisprudência	direito_civil/direito_romano-germânico/direito_civil/direito_romano-germânico
gerenciamento	industria/comércio/negócio/empresa
arrendamento	auto/veículo/carro/automóvel/viatura
dona	língua_italiana/italiano
ajudante-de-ordens	forças_armadas/exército/máquina_de_guerra
tônica	música
som	música
sequestro	lei/jurisprudência/ciências_jurídicas
enfermagem	navios/embarcação/navio/barco
assassino	política/ciência_política
vigário	comunhão_anglicana/comunhão_anglicana
contraste	quimica/química/fotografia
recíproco	ciência_exacta/matematica/matemática/ciências_exactas
jacó	antigo_testamento/antigo_testamento
distúrbio	lei/jurisprudência/ciências_jurídicas
david	antigo_testamento/antigo_testamento
músico	música/música
litígio	lei/jurisprudência/ciências_jurídicas
lance	esporte
cronista	história/história
salvação	teologia
pelotão	forças_armadas/exército/máquina_de_guerra
hábito	psicologia/psicólogos_por_nacionalidade/crença_religiosa/fé/religião
variedade	biologia/ciências_da_vida
parâmetro	informática/ciência_da_computação/informática/ciência_da_computação
mem	biologia/ciências_da_vida
privada	forças_armadas/exército/máquina_de_guerra
passaporte	lei/jurisprudência/ciências_jurídicas
concílio	cristianismo
anarquia	governo/governação/administração
torre	xadrez/jogo_de_xadrez
arbitragem	lei/jurisprudência/ciências_jurídicas
reprodução	biologia/ciências_da_vida
prescrição	lei/jurisprudência/ciências_jurídicas
legislador	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
cerâmica	cerâmica
separatista	serviço
ismael	antigo_testamento/antigo_testamento
retaguarda	forças_armadas/exército/máquina_de_guerra
raiz	lingüística/lingüística/linguística/botânica/botanica/botânica
perdão	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
ofensa	direito_criminal/direito_penal
malha	idade_média/idade-média
raio	ciência_exacta/matematica/matemática/ciências_exactas
pilar	arquitectura/arquitetura/arquitectura/arquitetura
acampamento	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
rodada	jogo
fragmentação	informática/ciência_da_computação
disco	informática/ciência_da_computação
aarão	antigo_testamento/antigo_testamento
oscilação	ciências_físicas/fisica/física/física
legado	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
leda	mitologia_grega/mitologia_grega
condicional	lei/jurisprudência/ciências_jurídicas
bar	meteorologia/meteorologia
tradução	genética/genetica/genética/genética/genetica/genética
testemunho	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
flora	botânica/botanica/botânica/vegetal/planta/flora
filósofo	filosofia
correlação	estatísticas/estatística/estatística
aurora	mitologia_romana/mitologia_romana
árbitro	esporte
sara	antigo_testamento/antigo_testamento
repetição	informática/ciência_da_computação/jogo
janela	informática/ciência_da_computação/informática/ciência_da_computação
inclinação	geometria/geometria
dor	poema/verso/poesia
debênture	lei/jurisprudência/ciências_jurídicas
armazenamento	informática/ciência_da_computação
tolerância	crença_religiosa/fé/religião
rosto	carl_gustav_jung/carl_gustav_jung/psicologia/psicólogos_por_nacionalidade
legitimação	lei/jurisprudência/ciências_jurídicas
brecha	contrato/acordo
belas-artes	arte
acomodação	fisiologia/fisiologia
pároco	comunhão_anglicana/comunhão_anglicana
planta	botânica/botanica/botânica
inércia	ciências_físicas/fisica/física/física
drama	drama
coro	canção/canto
adão	antigo_testamento/antigo_testamento
realismo	filosofia
oração	gramática
eva	antigo_testamento/antigo_testamento
consagração	crença_religiosa/fé/religião
tanque	forças_armadas/exército/máquina_de_guerra
bienal	botânica/botanica/botânica
assédio	forças_armadas/exército/máquina_de_guerra
saul	antigo_testamento/antigo_testamento
eros	mitologia_grega/mitologia_grega
assaltante	guerra
vigília	crença_religiosa/fé/religião
templo	judaísmo/serviço
rescisão	lei/jurisprudência/ciências_jurídicas
isaac	antigo_testamento/antigo_testamento
interdição	lei/jurisprudência/ciências_jurídicas
custódia	igreja_católica/igreja_católica_romana
desertor	forças_armadas/exército/máquina_de_guerra/forças_armadas/exército/máquina_de_guerra
dalila	antigo_testamento/antigo_testamento
coletor	taxação/colectas/tributo/taxa/impostos/imposto/softbol/softbol/beisebol/basebol
ceres	mitologia_romana/mitologia_romana
binômio	ciência_exacta/matematica/matemática/ciências_exactas
software	informática/ciência_da_computação
idealismo	filosofia/filosofia
espada	esgrima/esgrima
dualidade	ciências_físicas/fisica/física/física/geometria
dionísio	mitologia_grega/mitologia_grega
arco	arquitectura/arquitetura/arquitectura/arquitetura
tribo	biologia/ciências_da_vida
periférico	informática/ciência_da_computação
nutrição	fisiologia/fisiologia
negação	lógica/psiquiatria/psicopatologia/psicopatologias
moléstia	lei/jurisprudência/ciências_jurídicas
moda	estatísticas/estatística/estatística
mistura	quimica/química
materialismo	filosofia
jurisconsulto	lei/jurisprudência/ciências_jurídicas
citação	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
catalisador	quimica/química
turbulência	política/ciência_política
redenção	teologia
ortodoxia	crença_religiosa/fé/religião
módulo	calculadora/computador
milênio	novo_testamento/novo_testamento
incômodo	lei/jurisprudência/ciências_jurídicas
idioma	linguagem/discurso/idioma/língua
generalização	psicologia/psicólogos_por_nacionalidade
angústia	psiquiatria/psicopatologia/psicopatologias
xeque	xadrez/jogo_de_xadrez
suposição	cristianismo
sensibilidade	fisiologia/fisiologia
reservista	forças_armadas/exército/máquina_de_guerra
planeta	astronomia/astronomia
pas	balé
michael	antigo_testamento/antigo_testamento
mapeamento	genética/genetica/genética
geometria	ciência_exacta/matematica/matemática/ciências_exactas
flecha	serviço
eco	mitologia_grega/mitologia_grega
desaceleração	ciências_físicas/fisica/física/física
decomposição	biologia/ciências_da_vida
confissão	igreja_católica/igreja_católica_romana
vírus	virologia/virologia
testamento	lei/jurisprudência/ciências_jurídicas
silos	forças_armadas/exército/máquina_de_guerra
gênio	islamismo/islamismo
desacato	lei/jurisprudência/ciências_jurídicas
